;host_response_time;host_response_rate;host_is_superhost;host_listings_count;latitude;longitude;property_type;room_type;accommodates;bathrooms;bedrooms;beds;bed_type;amenities;price;security_deposit;cleaning_fee;guests_included;extra_people;minimum_nights;maximum_nights;number_of_reviews;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;instant_bookable;is_business_travel_ready;cancellation_policy;ano;mes
;'host_response_time';'host_response_rate';'host_is_superhost';'host_listings_count';'latitude';'longitude';'property_type';'room_type';'accommodates';'bathrooms';'bedrooms';'beds';'bed_type';'amenities';'price';'security_deposit';'cleaning_fee';'guests_included';'extra_people';'minimum_nights';'maximum_nights';'number_of_reviews';'review_scores_rating';'review_scores_accuracy';'review_scores_cleanliness';'review_scores_checkin';'review_scores_communication';'review_scores_location';'review_scores_value';'instant_bookable';'is_business_travel_ready';'cancellation_policy';'ano';'mes'
'host_response_time','host_response_rate','host_is_superhost','host_listings_count','latitude','longitude','property_type','room_type','accommodates','bathrooms','bedrooms','beds','bed_type','amenities','price','security_deposit','cleaning_fee','guests_included','extra_people','minimum_nights','maximum_nights','number_of_reviews','review_scores_rating','review_scores_accuracy','review_scores_cleanliness','review_scores_checkin','review_scores_communication','review_scores_location','review_scores_value','instant_bookable','is_business_travel_ready','cancellation_policy','ano','mes';;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;within an hour;100%;t;2.0;-2.298.071;-4.319.432;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,Internet,Wifi,""Paid parking off premises"",Doorman,""Pets live on this property"",Cat(s),""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Private entrance"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Luggage dropoff allowed"",""Host greets you""}";$80.00;$0.00;$80.00;1;$0.00;3;30;149;97.0;10.0;10.0;10.0;10.0;9.0;10.0;t;f;strict_14_with_grace_period;2020;1
;within a few hours;100%;f;1.0;-2.298.594;-4.319.165;Apartment;Entire home/apt;4;1.5;2.0;6.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove}";$239.00;$1,000.00;$170.00;4;$80.00;7;180;66;95.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;1
;within a few hours;100%;f;1.0;-2.298.248;-4.321.168;Apartment;Entire home/apt;3;1.5;2.0;2.0;Real Bed;"{TV,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",""Family/kid friendly"",Washer,Essentials,Hangers,Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Private living room"",""Hot water"",""Bed linens"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Trash can""}";$151.00;$500.00;$250.00;2;$50.00;2;180;20;96.0;10.0;9.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;1
;;;f;1.0;-2.291.812;-4.319.271;House;Private room;2;1.0;1.0;1.0;Real Bed;"{""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Pets live on this property"",Cat(s),Washer}";$835.00;;;1;$0.00;2;60;0;;;;;;;;f;f;moderate;2020;1
;;;f;2.0;-2.291.066;-4.321.965;House;Entire home/apt;6;;3.0;1.0;Real Bed;{TV,Wifi};$1,200.00;;$200.00;1;$200.00;1;1125;0;;;;;;;;f;f;strict_14_with_grace_period;2020;1
;within an hour;100%;f;9.0;-2.297.653;-4.319.131;Apartment;Private room;3;;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Doorman,""Pets live on this property"",Dog(s),""Buzzer/wireless intercom"",""Family/kid friendly"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets""}";$252.00;;;2;$100.00;2;1125;12;83.0;8.0;8.0;9.0;10.0;10.0;8.0;f;f;strict_14_with_grace_period;2020;1
;;;f;1.0;-229.313;-4.318.584;Apartment;Entire home/apt;4;;3.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Smoking allowed"",""Pets allowed"",Washer}";$701.00;;;1;$0.00;6;6;0;;;;;;;;f;f;flexible;2020;1
;;;f;1.0;-2.291.542;-4.321.224;Apartment;Entire home/apt;4;2.0;1.0;2.0;Real Bed;"{""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Gym,Elevator,""Hot tub"",""Buzzer/wireless intercom"",Washer,Dryer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";$1,255.00;;;1;$0.00;1;1125;0;;;;;;;;f;f;flexible;2020;1
;within a day;100%;f;1.0;-2.297.216;-4.318.637;Apartment;Entire home/apt;6;2.5;3.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Hangers,""Hair dryer"",Iron}";$348.00;$2,000.00;$160.00;6;$50.00;4;90;78;96.0;9.0;9.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;1
;within an hour;100%;f;5.0;-2.293.397;-4.319.903;House;Entire home/apt;8;1.0;1.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Breakfast,""Free street parking"",""Family/kid friendly"",Washer,Dryer,""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Private living room"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";$365.00;$0.00;$0.00;2;$50.00;2;30;5;96.0;9.0;9.0;10.0;8.0;9.0;8.0;t;f;strict_14_with_grace_period;2020;1
;within an hour;100%;t;4.0;-2.291.615;-4.318.023;Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",""Free street parking"",""Hot tub"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";$264.00;$698.00;$210.00;1;$37.00;2;365;100;98.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;1
;;;f;1.0;-229.146;-4.317.936;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{""Cable TV"",Wifi,Kitchen,""Smoking allowed"",""Pets live on this property"",Cat(s),Elevator,""Buzzer/wireless intercom""}";$231.00;;;1;$0.00;3;30;0;;;;;;;;f;f;moderate;2020;1
;within a few hours;100%;f;3.0;-2.291.789;-4.318.507;House;Private room;8;2.0;4.0;8.0;Real Bed;"{TV,Wifi,Kitchen,""Smoking allowed"",Washer,Dryer,Essentials,""Lock on bedroom door"",Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Room-darkening shades""}";$101.00;$0.00;$0.00;1;$50.00;2;1000;11;94.0;10.0;9.0;10.0;10.0;10.0;10.0;f;f;flexible;2020;1
;within a few hours;100%;f;3.0;-2.291.704;-4.318.625;House;Private room;9;2.0;4.0;7.0;Real Bed;"{TV,Wifi,Kitchen,""Smoking allowed"",Washer,Dryer,Essentials,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";$101.00;$0.00;$0.00;1;$70.00;2;1000;0;;;;;;;;f;f;strict_14_with_grace_period;2020;1
;within a few hours;100%;f;3.0;-2.291.686;-4.318.682;Earth house;Private room;9;2.0;4.0;7.0;Real Bed;"{TV,Wifi,Kitchen,""Smoking allowed"",Washer,Dryer,Essentials,Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";$67.00;$0.00;$0.00;1;$50.00;2;365;11;85.0;9.0;8.0;9.0;9.0;8.0;9.0;f;f;flexible;2020;1
;within an hour;100%;f;4.0;-2.296.297;-4.317.077;Apartment;Entire home/apt;7;1.0;3.0;5.0;Real Bed;"{TV,Internet,Wifi,""Wheelchair accessible"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Washer,""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Pocket wifi"",""Host greets you"",Beachfront}";$441.00;$600.00;$300.00;3;$60.00;1;1125;3;80.0;8.0;7.0;8.0;8.0;9.0;8.0;f;f;strict_14_with_grace_period;2020;1
;within an hour;100%;t;4.0;-2.291.616;-4.318.198;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;"{Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Host greets you""}";$92.00;$466.00;$163.00;1;$37.00;2;365;30;96.0;9.0;9.0;10.0;10.0;9.0;10.0;f;f;strict_14_with_grace_period;2020;1
;;;f;1.0;-2.298.066;-4.319.172;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly""}";$755.00;;$126.00;1;$336.00;2;1125;0;;;;;;;;f;f;strict_14_with_grace_period;2020;1
;within an hour;100%;f;1.0;-2.292.215;-4.318.782;Apartment;Entire home/apt;4;1.5;2.0;2.0;Real Bed;"{Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Elevator,""Free street parking"",""Buzzer/wireless intercom"",Washer,Dryer,Essentials,Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";$399.00;;$180.00;2;$0.00;2;1125;10;96.0;10.0;10.0;10.0;10.0;9.0;9.0;f;f;strict_14_with_grace_period;2020;1
;within an hour;100%;f;1.0;-229.832;-4.322.528;Apartment;Entire home/apt;6;3.0;3.0;5.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Pets allowed"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Dishes and silverware""}";$1,469.00;$2,518.00;$252.00;1;$0.00;3;1125;45;94.0;10.0;9.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;1
;a few days or more;0%;f;1.0;-2.287.837;-4.347.622;House;Private room;1;;1.0;;Real Bed;{};$835.00;;;1;$0.00;1;1125;0;;;;;;;;f;f;flexible;2020;1
;within a few hours;100%;f;2.0;-2.291.802;-4.317.959;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets live on this property"",Cat(s),""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";$151.00;$450.00;$120.00;6;$0.00;7;360;11;93.0;9.0;9.0;10.0;9.0;9.0;9.0;f;f;strict_14_with_grace_period;2020;1
;a few days or more;0%;f;1.0;-2.298.668;-4.319.689;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer}";$839.00;;;1;$0.00;6;21;5;88.0;9.0;9.0;10.0;10.0;10.0;8.0;f;f;moderate;2020;1
;within a few hours;100%;f;1.0;-2.294.198;-4.319.878;Apartment;Entire home/apt;4;1.0;2.0;4.0;Pull-out Sofa;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",""Pets allowed"",Doorman,""Pets live on this property"",Cat(s),Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""Hot water"",""Host greets you""}";$298.00;$500.00;$150.00;2;$100.00;5;90;10;87.0;9.0;9.0;9.0;9.0;9.0;8.0;t;f;strict_14_with_grace_period;2020;1
;;;f;2.0;-2.290.663;-4.327.426;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{""Cable TV"",Internet,Kitchen,Washer}";$210.00;;$35.00;1;$70.00;1;1125;0;;;;;;;;f;f;strict_14_with_grace_period;2020;1
;;;f;1.0;-2.295.584;-4.319.342;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;{Internet,Wifi,Kitchen,Essentials};$201.00;;;1;$40.00;15;30;5;96.0;10.0;9.0;10.0;10.0;10.0;10.0;f;f;flexible;2020;1
;within an hour;100%;f;1.0;-229.917;-4.323.278;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Free street parking"",""Buzzer/wireless intercom"",Heating,Essentials,Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private entrance"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you"",Beachfront}";$218.00;$0.00;$200.00;1;$0.00;3;60;154;98.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;1
;within a few hours;78%;f;5.0;-2.300.113;-433.585;Apartment;Entire home/apt;15;3.0;3.0;7.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Pets allowed"",Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Hangers,Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed"",Beachfront}";$420.00;$700.00;$140.00;4;$90.00;1;1125;50;95.0;10.0;9.0;10.0;10.0;10.0;9.0;f;f;moderate;2020;1
;within an hour;100%;f;1.0;-229.831;-4.322.538;Condominium;Entire home/apt;4;1.5;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Private living room"",Crib,""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Full kitchen""}";$483.00;$0.00;$210.00;2;$42.00;3;1125;105;98.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;moderate;2020;1
;within a few hours;100%;f;5.0;-2.296.565;-4.317.481;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,""Buzzer/wireless intercom"",Essentials,Hangers,Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Cooking basics"",Stove,""Luggage dropoff allowed"",""Long term stays allowed"",Beachfront}";$348.00;$500.00;$120.00;2;$80.00;5;360;4;100.0;8.0;8.0;10.0;10.0;10.0;6.0;f;f;flexible;2020;1
;within a few hours;95%;f;7.0;-2.295.596;-431.835;Loft;Entire home/apt;8;1.0;3.0;3.0;Real Bed;"{Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""First aid kit"",""Safety card"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you"",""Trash can""}";$697.00;$698.00;$233.00;6;$233.00;3;100;11;96.0;9.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;1
;within an hour;100%;f;1.0;-229.787;-4.322.379;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Heating,Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Hangers,""translation missing: en.hosting_amenity_49""}";$201.00;;$75.00;2;$65.00;1;1125;13;97.0;10.0;10.0;9.0;9.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;1
;within an hour;100%;t;2.0;-2.296.733;-431.869;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove}";$210.00;$1,630.00;$168.00;2;$47.00;4;12;240;94.0;10.0;9.0;10.0;10.0;10.0;9.0;t;f;strict_14_with_grace_period;2020;1
;within an hour;100%;t;1.0;-2.291.308;-4.321.682;Apartment;Private room;1;1.5;1.0;2.0;Real Bed;"{Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Breakfast,Elevator,""Free street parking"",""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Changing table"",""Children’s books and toys"",""Window guards"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";$50.00;$0.00;$120.00;1;$50.00;1;80;26;95.0;9.0;10.0;10.0;10.0;9.0;9.0;f;f;moderate;2020;1
;within an hour;100%;t;4.0;-2.297.478;-4.319.105;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",""Family/kid friendly"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Host greets you""}";$130.00;$400.00;$180.00;2;$0.00;1;90;84;94.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;1
;;;f;1.0;-2.292.645;-4.336.431;Apartment;Private room;1;;1.0;1.0;Real Bed;"{Kitchen,""Free parking on premises""}";$831.00;;;1;$0.00;1;1125;0;;;;;;;;f;f;flexible;2020;1
;within a few hours;100%;f;2.0;-2.291.797;-4.318.001;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{Internet,""Air conditioning"",Kitchen,""Pets live on this property"",Cat(s),Iron}";$281.00;$500.00;$150.00;1;$0.00;3;1125;5;96.0;10.0;10.0;10.0;10.0;9.0;9.0;f;f;strict_14_with_grace_period;2020;1
;a few days or more;40%;f;4.0;-2.298.166;-4.318.957;Apartment;Private room;4;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials}";$180.00;;$50.00;1;$0.00;5;30;2;100.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;1
;within a few hours;100%;f;1.0;-2.296.587;-4.319.025;Apartment;Private room;1;1.5;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Breakfast,Elevator,""Free street parking"",""Buzzer/wireless intercom"",Heating,Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Beach essentials"",""Luggage dropoff allowed"",""Long term stays allowed"",""Cleaning before checkout"",""Host greets you"",""Shower gel"",""Trash can"",""Bread maker""}";$76.00;$0.00;$75.00;1;$50.00;1;20;11;96.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;flexible;2020;1
;;;f;1.0;-2.289.081;-4.361.172;Apartment;Private room;3;1.0;1.0;1.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,""Indoor fireplace"",Washer,Dryer}";$629.00;;$210.00;1;$210.00;1;1125;0;;;;;;;;f;f;strict_14_with_grace_period;2020;1
;within a few hours;100%;f;5.0;-2.296.408;-431.721;Apartment;Entire home/apt;6;2.0;3.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff""}";$348.00;$800.00;$200.00;1;$0.00;15;90;7;91.0;10.0;10.0;10.0;9.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;1
;within an hour;100%;f;3.0;-2.291.277;-43.233;Apartment;Private room;2;1.0;3.0;1.0;Real Bed;"{Wifi,Kitchen,""Paid parking off premises"",Doorman,""Pets live on this property"",Dog(s),Elevator,""Free street parking"",""Buzzer/wireless intercom"",Washer,Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private entrance"",""Hot water"",Microwave,Refrigerator,""Dishes and silverware"",""Patio or balcony"",""Host greets you"",""Handheld shower head""}";$42.00;$0.00;$20.00;2;$50.00;2;31;33;84.0;9.0;10.0;9.0;9.0;9.0;9.0;f;f;strict_14_with_grace_period;2020;1
;;;f;1.0;-2.296.044;-43.174;House;Private room;3;1.0;1.0;2.0;Real Bed;"{Wifi,Kitchen,""Smoking allowed"",""Pets allowed"",""Pets live on this property"",Dog(s),""Family/kid friendly"",Washer,Essentials}";$629.00;;;1;$0.00;3;1125;1;89.0;10.0;8.0;10.0;10.0;10.0;6.0;f;f;strict_14_with_grace_period;2020;1
;;;f;1.0;-2.296.219;-4.317.291;Condominium;Entire home/apt;4;2.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Dryer,Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";$466.00;$1,630.00;$279.00;1;$0.00;5;90;20;97.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;1
;within a few hours;87%;f;96.0;-2.298.156;-4.321.954;Apartment;Entire home/apt;11;2.5;4.0;8.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""Private living room"",""Room-darkening shades"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",Stove,""Host greets you""}";$378.00;$3,000.00;$200.00;2;$50.00;2;365;42;96.0;9.0;10.0;10.0;10.0;10.0;9.0;f;f;moderate;2020;1
;within a few hours;100%;f;3.0;-2.296.345;-4.317.577;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,""24-hour check-in"",Hangers,""Self check-in"",""Building staff"",""Hot water"",""Bed linens"",""Extra pillows and blankets""}";$252.00;$0.00;$150.00;1;$0.00;2;1125;38;97.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;1
;within a few hours;100%;f;3.0;-2.296.358;-4.317.205;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Smoke detector"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Hot water"",""Bed linens"",Beachfront}";$298.00;;$150.00;4;$60.00;2;1125;74;93.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;1
